review_id,review_text,hotel_name,prefecture,overall_score,service_score,location_score,room_score,amenities_score,bathroom_score,food_score
voteans_21290879,海と朝日と松林を楽しむ宿。水平線から昇る太陽は立地上見ることはできませんが、朝早く起きて浄土ヶ浜まで散策、東から昇る太陽を海辺で拝むのは気分が爽快でした。夕食の和食膳は地元の日本酒とピッタリで美味しかったです。ワカメのしゃぶしゃぶ美味。しゃぶしゃぶのワカメと野菜と豚肉が増量されれば、満足度が高まったと思います。酒と味わう50代にはいいかもしれませんが、若者には物足りないのではないでしょうか？欲を言えばポン酢たれも欲しいところです。部屋からも海が見えましたし、気分よく過ごすことができました。,浄土ヶ浜パークホテル,iwate,4,3,4,4,3,3,4
voteans_21273317,海側の部屋ではありませんが、松林景観で閉塞感は無く、随分とお得な価格で利用できます。このプランで、お正月の宿泊は2度目です。ビュッフェの食事は内容良くとても美味しいので、いつも大変満足しています。,浄土ヶ浜パークホテル,iwate,4,4,5,3,3,3,5
voteans_21269714,主人とゆっくり過ごしたくて景色のいい宿を検討しこちらにいたしました。松林側と言いつつも、海も見えて嫌いな景色でした。部屋は天井やすみにほこりがみ受けられなので評価を下げました。夕飯は海鮮がメイン。さすが沿岸です。日の出グループが無料で案内されましたが、こちらの情報は本ページに乗せていただきたいです。寒さ対策の準備を前もってできるからです。今回はこのせいで断念しました。全体的に痒いところに手が届かない宿だなというのが本音ですが、（ゆっくり過ごす）という目標は達成できたのでまずまずです。ありがとうございました。,浄土ヶ浜パークホテル,iwate,3,3,5,2,3,3,3
voteans_21226020,いつもと違う和食膳、やはり少し寂しい食事になりました,浄土ヶ浜パークホテル,iwate,3,3,4,4,3,3,2
voteans_21217142,4年連続で家族の忘年会に利用させてもらっています。年末のお楽しみです。夕飯と朝食の豪華なバイキングに家族一同大満足です！脱衣所も清潔です。鍵付きロッカーも嬉しい。ただ、お風呂のあるフロアが寒かったです。また煙草のような臭いも気になりましたが、喫煙所が近くにあったのでしょうか…そこが気になりました。,浄土ヶ浜パークホテル,iwate,4,4,3,4,3,3,5
voteans_21183381,12月28日に宿泊しました。チェックインはスムーズにしていただき、部屋への案内するか聞いて貰えたことが良かったです。食事はビュッフェスタイルのプランで、ご当地の物が楽しめてよかったです。ぜひ又利用したいホテルでした。,浄土ヶ浜パークホテル,iwate,5,5,4,5,5,5,5
voteans_21182485,ロビーやダイニングからの眺めは素晴らしかった。松林側の部屋でしたが、窓がとても広くて朝日がとてもきれいでした。食事はバイキングで、夜はお寿司を5種類のネタの中から握ってくださったり朝はおにぎりを握ってくださるサービスがあり、楽しめました。たまたま泊まろうと思っていたホテルが満室で、こちらのホテルを選びましたが大正解。、また行きたいと思える、特別感を味わえるホテルです,浄土ヶ浜パークホテル,iwate,5,4,5,5,5,4,5
voteans_21168374,眼下に浄土ヶ浜を見下ろすロケーションに満足しました。また、食事の際、スタッフのきめ細かな対応に感激です。,浄土ヶ浜パークホテル,iwate,4,5,4,4,4,3,4
voteans_21164630,車で２時間程度かかりますが行きたくなったので期間を空けず再訪問しました。今回はリストから選べた一番いいビューバスの部屋を予約しました。景観は松林側の部屋だと思っていましたがアップグレードされた海を望む最高のビューの部屋でした部屋から望む海の景色は朝から夕方まで格別でした。お風呂からも見える景色は心を癒されました。楽しみにしていた食事は今回もお寿司を中心にいただきました。プロの握る本物のお寿司です。これだけでもここに泊まりたくなってします。接客も丁寧でした。ドリンクはきちんと着席を見計らっていて持ってきてくれました。朝食のライブおにぎりも美味しかったです。お部屋は広くて綺麗です。エアコン暖房は寒波のためもあってやや弱く感じました。以前のクチコミで食事の内容が低評価な時もあったようですが、現在は素晴らしく他のホテルには泊まれないです(笑)また泊まりに行きます,浄土ヶ浜パークホテル,iwate,5,4,5,5,4,4,5
voteans_21164592,夕食のバイキングで握り鮨があった。本格的なものでとてもおいしかった。その他のメニューも大変よかったです。朝食のライブおにぎりもとてもおいしかった。部屋は海側にしなかったので景観はそれなりですがゆっくりと過ごせました。大浴場は人工温泉のようでした。場所柄やむおえません。サウナや水風呂などあればより良いですね。いずれにせよ食事目当てでまた行きます。,浄土ヶ浜パークホテル,iwate,5,4,5,4,4,3,5
voteans_21157399,朝食の種類が豊富でおいしかったです。おにぎりコーナーのスタッフさんの対応がよかったです。,浄土ヶ浜パークホテル,iwate,4,4,4,4,4,4,5
voteans_21157199,夕食時に布団を敷いてくれるんですがその時間を使ってお茶道具も綺麗にゴミ箱も綺麗になっていましたとても気持ちがよかったです,浄土ヶ浜パークホテル,iwate,4,4,4,4,4,4,4
voteans_21156355,６５～８０過ぎの高齢者のいとこ会、部屋とお風呂が同階でとても良かったです。５人部屋を２つ取りましたが、本来は男４人、女６人だったのですが現地担当者が何も言わなくても配慮してくれて布団も６：４に敷いててくれてありがたかったです。海鮮料理は期待したほどではなかったと私的には思いますが、皆は満足げだったので良かったと思います。今度は家族旅行にもいいかなと思っています。,浄土ヶ浜パークホテル,iwate,4,5,5,5,4,4,4
voteans_21148925,食事が気に入っていて、何度か利用しています。今回はシーズンオフのせいか品数が少なかったようです。また一品一品のクオリティが今ひとつで、料理が美味しい時を知っているだけに非常に残念でした。,浄土ヶ浜パークホテル,iwate,2,4,3,4,3,3,2
voteans_21136548,友人との二人旅で利用させていただきました。ここ数年宿泊した宿の中で一番！だったと思います。従業員の方々の対応も良く、外国人スタッフさんは日本語がとても上手でした。部屋は掃除が行き届き、寝具も清潔感があり気持ちよく、ゆったり寛ぐことができました。個人的には浴衣などと一緒にくつ下が付いていたことが嬉しかったです。楽しみな夕朝食は品数が多く、私が食べたものはどれも美味しく、おかわりもしました。大満足です！次回は家族を連れてリピします。大変お世話になりました。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,4,5
voteans_21133856,ごはんも最高、対応からお風呂まで全てが最高で、ぜひまた行きたいお宿でした！,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,5,5
voteans_21131369,国立公園の中にそびえるホテルは貴重です。本州最東端の重茂半島が眼前に横たえ、海原が穏やかに広がり、時が過ぎるほど時間の経過、陽の光、月の光で、盆石を思わせる、穏やかな景色が、心を穏やかにしてくれます。バイキングの食事は海の幸が多数、満喫できます。海外の肉しか食べれない方は不向きなバイキングかもしれません。海が見える部屋をおすすめですが、海が見えなくてもロビー、ラウンジ、図書コーナが深夜まで静かで、自分を見つめる時間が取れます。バー営業は不定期なので要確認。個別に板場、お寿司を握って家族だけ食事できる空間も用意されています。景色が、良いですね,浄土ヶ浜パークホテル,iwate,5,5,5,5,4,5,5
voteans_21125915,"12月6日に宿泊しましたが1番の不満点は16時に予約していた送迎バスが時間になっても来ず、来たのは16時10分過ぎ、その間他の宿泊者も送迎バス専用の乗降場があるのか私も含め皆さん駅前を右往左往していた。ある人は送迎の時間を守れないとは最低な宿だな!と怒っていた。来た運転手もチェックイン時のフロントも遅れたことの理由と謝罪が一切なかった。バスの遅れとチェックインが混んだこともあって日のあるうちに大浴場に行こうと思っていたが当てが外れた。次の不満点は夕食の予約時間が1番早い時間が18:40と言われたのでその時間に行くと私1人だけ、すでに多くの人が食事していた。中には私の直前でチェックインした人もいたが、何故私1人だけ開始10分後の予約時間なのか納得出来ない。良かった点は部屋が広い、大浴場,脱衣場が広い。食事会場が他席との間隔が広くゆったりしていて落ち着く、料理のメニューも豊富で味も美味しい。席を予め指定してくれているからスタート時の席取りで人が交錯しなくていい。それと今回ビール1杯サービスのプランでしたが、てっきりグラスぐらいの量かなと思っていたら瓶ビールもOKだったので予想外の嬉しさでした。今度はもっと早くチェックインして大浴場の眺望を楽しみたい。次回は送迎バスの定時運行をよろしく。",浄土ヶ浜パークホテル,iwate,4,1,4,5,5,4,5
voteans_21117130,寿司懐石はカウンターにて、ゆっくりいただきました。すでに味付け済みなのでそのままどうぞ、とのことで美味しいのですが私は醤油とワサビで食べたかったです。朝食はその場で握ってくれるおにぎりや、お茶漬けの出汁、エビやイクラなど、どれも大変美味しかったです。一列並びが多い中、数箇所に食べ物が分かれていて、待つこともなくスムーズに食事をとることが出来ました。スタッフの皆さんも対応が良かったです。部屋から浄土ヶ浜をのぞみ、夕日、夜空の星、朝日も綺麗に見ることが出来ました。駅までの送迎バスもあり、助かりました。ありがとうございました。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,4,4
voteans_21115001,期待していたとうりの宿でした。すべてにおいて合格でした。,浄土ヶ浜パークホテル,iwate,4,4,5,3,4,4,4
voteans_21109431,12月上旬、親との家族旅行で利用。ロケーションに恵まれ、浄土ヶ浜にも歩いて10分程で行ける（山を下るが）。スタッフの対応も親切丁寧。部屋からの眺めも良い。特筆すべきは食事！個室的な食事処での鉄板焼。一皿ずつ提供され、盛り付けもキレイ。海鮮、和牛と分けて（間にシャーベットの口直し）出され、岩手県の食を存分に堪能できる。,浄土ヶ浜パークホテル,iwate,5,5,5,4,5,4,5
voteans_21105690,立地が最高。浄土ヶ浜に歩いて行けます。食事も満足できました。また利用したいとと思います。,浄土ヶ浜パークホテル,iwate,5,5,5,5,4,4,5
voteans_21051861,スタッフの対応が良かったです。食事も最高でした。お風呂も広くて良かったですが、サウナがあれば良かったなと思います。ホテルは最高でした。,浄土ヶ浜パークホテル,iwate,5,4,5,4,4,3,5
voteans_21051007,清潔で綺麗なホテルでした。10畳の部屋でしたが、広く快適でした。敷いて頂いたお布団も低反発のマットレスなのか寝心地が良かったです。ビュッフェも品数豊富で、お寿司を目の前で握って頂いたり、ステーキを焼いて頂いたりとライブキッチンを楽しめました。特に朝食のお握りは子供が喜んでいました。部屋にインスタントでもコーヒーの飲める用意があれば、尚良かったですが、ビュッフェのコーヒーを部屋に持ち帰れるのでまあ満足です。お風呂上がりに水だけじゃなく、お茶（烏龍茶かな）も飲めるサービスも嬉しかったです。景色も良く、良い旅になりました。ありがとうございました。,浄土ヶ浜パークホテル,iwate,5,5,5,5,4,5,5
voteans_21000388,始めての宿泊となりましたが、ブッフェスタイルの　夕食・朝食共に品数が多く多変満足いたしました。部屋は少し古さを感じましたが、接客も気持ちよくおすすめできるホテルです。,浄土ヶ浜パークホテル,iwate,4,4,5,2,3,3,5
voteans_20978531,１０月２０日何十年ぶりにか宿泊。親戚の家族案内、浄土ヶ浜観光。ブッフェ料理が素晴らしかった。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,4,5
voteans_20960589,１０月１９日に宿泊しました。部屋から臨む青い海、大きな松、海に浮かぶ数個の巨岩は絶景です。風呂やトイレからも海岸を望める宿は初めての経験です。部屋や設備もハイクラス、記憶に残る宿でした。浄土ケ浜まで徒歩で約５分立地も最高です。浄土ケ浜は白い小石で敷き詰められ、波は静かで透き通っていました。食事も新鮮で品数も豊富、とてもおいしく頂きました。尚 山田線で宿に向かいましたが、紅葉が絶景でした。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,5,5
voteans_20949286,今回1泊お世話になりました。 全てにおいて最高でした。又泊まりたいと思います。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,5,5
voteans_20940664,初めて、利用しました。到着が１８時過ぎでしたので、夕食はつけないで、朝食付きプランにしました。三陸鉄道で宮古駅に到着。駅付近は、それほど店はなく、コンビニまでは徒歩３分ぐらい。館内は、パークホテルらしさはあり、ゆったりできました。少し古さは感じましたが、お掃除も行き届いており、満足でした。お部屋から見る夜空は、格別。満天の星空に、旅の疲れも吹っ飛びました。,浄土ヶ浜パークホテル,iwate,5,4,5,5,4,5,5
voteans_20938210,最上階の眺めの良い部屋を用意いただき、充分にくつろぎました。寿司懐石は地元の食材を堪能することができます。浄土ヶ浜は季節ごとに違った顔を見せてくれそうなので、今度は夏にお伺いしたいと思います。,浄土ヶ浜パークホテル,iwate,5,5,5,4,4,4,5
voteans_20935363,10月10日に宿泊しました。到着日はあいにく雨で残念でしたが翌日は晴れて部屋からの眺望はとても良かったです。一緒に行った親も感激してました。食事はバイキングで目の前で調理してくれるステーキや、握ってくれるお寿司もありおいしくいただきました。特にアクアパッツァがおいしかったです。満足していますがより良くなってもらえるよう少し気になった点を記載しておきます。部屋はきれいに清掃してあったと思いますが、窓際の丸い排気口みたいな所が汚れていました。たままた目に入った感じで個人的にはそんなに気にならなかったですが記載しておきます。料理に関して焼き魚（鮭と鯖だったかな）はどこでも出るような感じのものでした。海の近くなので何か地元のものがあるといいかなと思いました。別のホテルではあまり知られてないような小魚でしたが、新鮮とてもおいしかった記憶があるので焼き魚も地元のものであったらすみませんがその場合は、〇〇産など記載してあると良いと思います。ビーフシチューは〇〇牛との記載があり良いと思いました。おいしさが増した気がします。いろいろ書きましたが良いホテルだと思います。ありがとうございました。地震の時の津波は大丈夫だったのか聞こうと思っていましたが聞きそびれました。,浄土ヶ浜パークホテル,iwate,4,4,5,4,4,4,4
voteans_20930819,東京から一人旅行でした。車で600キロ以上走りましたが、そこには正に極楽がありました。部屋からの眺望も素晴らしく浄土ヶ浜が見渡せました。スタッフの方々のきめ細かい対応、室内の清潔さ、食事の種類や内容の素晴らしさ、売店の品数の多さ、遠路遥々やってきた甲斐がありました。温泉は天然温泉ではなく人工温泉でしたが、そこもしっかりと対応しているのだと感じられました。お風呂は内風呂、露天共に景色は良かったです、全ての方にお薦めできる素晴らしいホテルだと思います。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,4,5
voteans_20928484,お部屋から　海がとても綺麗に見えて食事も　海の幸から洋食までバリエーションがあり　とてもよかったです。,浄土ヶ浜パークホテル,iwate,5,4,5,4,4,4,4
voteans_20922933,初めて宿泊しました。食事はとても美味しく、お魚、お肉、種類が豊富で満足でした。食後、カラオケを予約し楽しめたのですが、新しい曲が無く２、３年前のままでアップデートされてなかったのが残念でした。,浄土ヶ浜パークホテル,iwate,5,5,5,5,4,5,5
voteans_20893446,ペットと泊まれるお部屋に宿泊しました。部屋は広くて清潔で大変満足でした。ただ、楽しみにしていた料理は部屋で食べれるのは良かったのですが、全体的に味が薄いのと、冷めてしまっているのが残念でした。それだったら、犬を部屋に置いていくのがダメなら車にでも置いて食べに行っても良かったかなと思いました。,浄土ヶ浜パークホテル,iwate,3,3,4,4,4,4,3
voteans_20893147,9/26 宿泊しました。この日、火曜日は　特にお得な価格設定で　案内されたお部屋、朝夕食のビュッフェ（ひとり旅応援プランということで無料で提供）と　どれをみても　大満足でした。提供されたお食事は　どれも美味しく　自分のペースでゆっくりいただけました。スタッフの方々の接客もよく　思い出に残るお宿、浄土ヶ浜滞在となりました。ありがとうございました。,浄土ヶ浜パークホテル,iwate,5,5,5,5,5,5,5
voteans_20879259,海側の部屋を予約しました。お天気もよく素晴らしい景色が楽しめました。夕食と朝食ビュッフェは海鮮と肉料理もローカルの素材を使った料理が豊富で大変満足でした。チェックインが遅めだったので夕食開始時間も遅くなってしまったのが残念でした。,浄土ヶ浜パークホテル,iwate,5,4,5,4,4,4,5
voteans_20868913,9月20日に一泊しました。Wi-Fiが部屋以外の場所は入るのに、部屋の中では使えないのが困りました!入浴の時、タオル類を入れる籠バックが無くタオルが入ったビニール袋だったので、不便に感じました。食事はバイキング形式でしたが、スタッフが何度もテーブルの周りを回ってきて、監視されてる気分で食べづらかったです！ホテルは立派ですが、サービス面全体であまり良い感じがしなかったのが残念でした。金額の違いでの部屋の内容の違いは仕方ないと思いますが、5階建てのホテルで、一階の部屋に通された時はガッカリしました!松林側でも上の階は利用不可能でしょうか？前に利用した時も、海側の部屋を予約しましたが、２階だったので、今回残念でした。結構部屋も空いていたみたいなので、もう少し配慮していただきたかったです。,浄土ヶ浜パークホテル,iwate,3,2,5,2,2,3,3
voteans_21298503,立地良しコスパ良し、機会があれば利用してます。,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,5,5,5
voteans_21290765,"初めて泊まりましたアメニティーがシンプルでとても良かったですスマホ充電器は持って行ったのですがお部屋にB,C,ライトニングケーブルありましたフロント横にレンジと、お箸スプーンなどあって良かったですすぐ近くにはコンビニないので必要でしたら駅近くなどで買って行ったほうがいいです開運の湯に行ってからチェックインしたのですが、チェックインしてからのほうがお得なチケット買えるようです　（喜盛の湯も）最寄りの駐車場がタイムズさんだったのですが、駅の西側から行くと交差点ごと道が２階みたいになってて、高架下から行かないと入れないようでナビ通りだと永遠にたどり着けません　ぐるぐるしましたが駅手前まで行ってホテルのほうに戻ってくると行けました！駅までは３階までエレベータで行くと連絡通路みたいのがあって便利です３連休に泊まったのですがお部屋はとても静かでめちゃくちゃ熟睡できました明け方氷点下７℃の日にとまったからか、エアコンフル稼働でもちょっと寒かったです貸出の毛布ほしいかも",ユニゾインエクスプレス盛岡,iwate,5,5,5,5,5,5,-
voteans_21288978,館内は綺麗で清潔感がありました。フロントでの対応もスムーズで良かったです。アメニティ類は持参していたので困ることは無かったのですが、ハンドソープが備え付けられていたら良かったな、と思いました。室内コンセントが少なかったものの、延長コードが置いてあり不便は無かったです。ナガハマコーヒーの朝食付きにして大正解！店員さんが優しくてホッとしました。最寄りの駐車場がわからず、少し離れたコインパーキングに停めましたが、すぐ目の前にタイムズがありました。次回はそちらに停めたいと思います。お世話になりました。,ユニゾインエクスプレス盛岡,iwate,4,4,4,4,4,3,5
voteans_21287618,ホテル横にタイムズがあります。最初知らなくて少し遠くのところに止めてしまいました。次は近場で利用しようと思います。,ユニゾインエクスプレス盛岡,iwate,4,3,5,4,3,3,-
voteans_21287616,シーリングライト壁スイッチのオンオフリなので常夜灯とかに切り替えが出来たら良かったです。,ユニゾインエクスプレス盛岡,iwate,4,3,4,4,3,3,-
voteans_21277634,駅から近い。駐車場設備は無くて提携もないけど隣のタイムズが800円/24時間だから問題なし。部屋、建物はきれい。朝食は価格を考えれば妥当な内容（おいしかったですよ）　　不満点は一つだけありベッドが兎にかくチープ。これでは快眠できません。小さいし掛け布団もせんべい。これだけはいただけませんでした。,ユニゾインエクスプレス盛岡,iwate,2,3,4,3,1,2,3
voteans_21276581,仕事で寝るだけなら必要充分だとおもいます。事務作業とかするにはもう少し広いほうがいいかもしれません。,ユニゾインエクスプレス盛岡,iwate,2,4,5,2,3,3,-
voteans_21263577,良かった,ユニゾインエクスプレス盛岡,iwate,4,3,4,4,3,2,-
voteans_21258992,駅からは近くて便利です。アメニティは必要な人は購入するシステムですのです。,ユニゾインエクスプレス盛岡,iwate,4,3,4,3,2,3,3
voteans_21245022,2回目の宿泊でした。まだ新しいので、部屋や設備は綺麗で清掃も行き届いていました。前回との変更点は、アメニティのシャンプー、リンス、くし　が、プラごみ削減のために有料になっていたことです。わかってはいましたが、荷物を極力減らして旅行したいので、同じ宿泊代金を支払うのであれば、次回はアメニティが充実している宿を選ぶと思います。,ユニゾインエクスプレス盛岡,iwate,3,3,4,3,2,2,-
voteans_21233961,喫煙部屋があり大変助かりました。,ユニゾインエクスプレス盛岡,iwate,4,3,5,4,3,3,-
voteans_21233954,駅に近く便利です,ユニゾインエクスプレス盛岡,iwate,4,3,5,4,3,3,-
voteans_21233951,駅へ歩いて約3分程度と立地は最高です。,ユニゾインエクスプレス盛岡,iwate,4,3,5,4,3,3,-
voteans_21096913,ビジネス向き料金相応のホテル寝るだけなら有り,ユニゾインエクスプレス盛岡,iwate,3,3,3,2,2,2,-
voteans_21092809,今回朝食付きで予約しました。ナガハマコーヒーでしたが、トーストにサラダ、スクランブルエッグ、ベーコンとバランスが良く、そして何よりコーヒーがうまい、おかわりできてさらによかったです。,ユニゾインエクスプレス盛岡,iwate,5,4,5,4,4,4,5
voteans_21091137,暖房を30度にしても風がでませんでした。フトンも薄くてひどい風邪を引きました。体温計は快く貸してもらえました。朝食のコーヒーモーニングは美味しかったです。,ユニゾインエクスプレス盛岡,iwate,3,5,5,1,1,3,4
voteans_21067938,チェックインの時、行列が出来てて時間をかなり要した。とにかく値段が安い。立地と価格を考えると部屋は満足です。お風呂がもう少し大きかったら、良かった。,ユニゾインエクスプレス盛岡,iwate,4,3,4,4,4,3,-
voteans_21032518,駅から近く、朝食もあり快適に過ごせました。,ユニゾインエクスプレス盛岡,iwate,4,3,5,3,3,3,4
voteans_20992380,ナガハマコーヒーのモーニングは、おいしかったし、コーヒーおかわりもOKなのが良かったです。,ユニゾインエクスプレス盛岡,iwate,3,3,4,2,3,3,5
voteans_20977392,普通,ユニゾインエクスプレス盛岡,iwate,3,3,3,3,3,3,-
voteans_20975227,駅から近く、分かりやすかったです。シンプルな部屋でビジネスホテルらしいホテルです。,ユニゾインエクスプレス盛岡,iwate,4,3,4,4,3,3,-
voteans_20954737,アメニティ—がコスト掛かるのがどうかと・・・,ユニゾインエクスプレス盛岡,iwate,4,3,5,3,3,3,4
voteans_20954690,寝るだけなら問題ないです　モーニングセットOK,ユニゾインエクスプレス盛岡,iwate,4,3,5,3,2,3,4
voteans_20926072,良かったです。,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,5,5,5
voteans_20921796,真夏の盛岡観光の際に宿泊しました。盛岡駅からはおでんせ小道を通って西口を出るとすぐに建物が見えるので便利です。建物内、部屋も綺麗で新しい雰囲気がしました。また次に利用する際は隣にあるラウンドワンなどで遊ぶのも良いかもしれません。,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,5,5,4
voteans_20907009,内装がシンプルでオシャレぜひまた泊まりたい,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,4,4,5
voteans_20903538,1人で寝るだけなら十分な部屋でした。,ユニゾインエクスプレス盛岡,iwate,4,3,4,3,3,3,-
voteans_20841514,工事出張に使う程度ならOK。それ以上を求めるなら盛岡駅の反対側の方が便利。コンビニもそう近くに無い。食事も結局、駅向こうに行く好かない。,ユニゾインエクスプレス盛岡,iwate,3,2,2,2,2,2,3
voteans_20840504,場所が分かりにくいです。ホテルまでの道も暗いし、、後、部屋が兎に角殺風景なんかテレビで出てくる刑務所の個室みたいなベットも低くて小さい、、値段の割に貧相でした。朝食は美味しかったです。,ユニゾインエクスプレス盛岡,iwate,1,1,1,1,1,2,4
voteans_20814128,部屋に暖かみがない。安い病院の部屋の様。フロントの対応が事務的でロボットと話している印象。,ユニゾインエクスプレス盛岡,iwate,3,2,5,2,2,2,4
voteans_20809472,アメニティは優良なものがあるので持参が必要です,ユニゾインエクスプレス盛岡,iwate,4,4,4,3,3,4,-
voteans_20801079,フロント、クリーニングのサービスは申し分なく、こんなにリーズナブルな価格で接客して頂いて宿泊できてありがたいです。私は緑のない場所に住んでいるので、このホテルでは高い階層のお部屋を割り当ててくださったおかげで、お部屋の窓から見える電気屋さんの間から見える森に癒されました。立地がラウンドワンのお隣なのがとてもよかったです。親友と4時間テニス等した後にホテルに帰り、シャワーを浴びて、フェザンで買い置きしておいた焼き鳥とレモン酎ハイは至福の時でした。ありがとうございました,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,5,5,-
voteans_20781405,きれいで良かったです。また利用したいと思います。,ユニゾインエクスプレス盛岡,iwate,4,4,4,4,4,-,-
voteans_20736163,2023年8月8日に利用しました。ホテルの駐車場はないのですが、周りに駐車場が多くあり、ホテルの前にあるtimes駐車場の利用が便利でした。ランドリーもあるので便利です。,ユニゾインエクスプレス盛岡,iwate,3,3,4,3,4,3,-
voteans_20724569,ポイント20倍だから利用しましたが、料金に対して見合ってないホテルでした。,ユニゾインエクスプレス盛岡,iwate,1,2,3,3,1,2,-
voteans_20718950,禁煙ルームを予約したのに、すごくタバコ臭くて不快だった。おそらく前宿泊者が吸ったと思われた。仕方なく宿泊したが、清掃で気付くはずなので、どうにかしてほしかった。,ユニゾインエクスプレス盛岡,iwate,1,3,3,1,1,1,-
voteans_20690875,駅近でリーズナブル。西口はお店は少ないですが分かった上で利用するには問題ありません。,ユニゾインエクスプレス盛岡,iwate,4,3,4,3,3,3,-
voteans_20687384,繁華街から少し距離がありますが、盛岡駅からは近くです。マリオスやアイーナに用事がある際はまた利用したいです。少し歩いたところにマックスバリューがあるので便利でした。,ユニゾインエクスプレス盛岡,iwate,5,5,5,5,4,4,-
voteans_20686309,盛岡へ旅行の際に利用させて頂きました。コンパクトな室内は寝るだけで利用するには良いかと思います。理由はユニットバスが超狭い、隣部屋との壁が薄く隣人のいびきが筒抜けでした。ベッドはさほど悪くなかったのでこの評価です。,ユニゾインエクスプレス盛岡,iwate,3,3,4,2,3,2,-
voteans_20678670,お値段は安いのですが、壁が素恋薄い気がします。朝食はシンプルですがおいしかったです。,ユニゾインエクスプレス盛岡,iwate,4,4,4,3,3,4,3
voteans_21251187,浴衣で写真撮影してプリントしてもらえたり、星座の説明してもらえたり後から知ったサービスがたくさんあったので宿泊者に周知すればなお良いと思いました。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,5,5,5,5,5
voteans_21209147,宿泊希望日の宿の中では、比較的リーズナブルな料金で宿泊できました。それなのにサービスの行き届いた宿でびっくり大満足でした。また利用したいとおもいます。その時もよろしくお願いします。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,5,5,5,5,4
voteans_21123070,赤ちゃんも居たので、完全個室で助かりました。バイキング好きな娘夫婦も満足する夕食で、すごく良かったです。ただ寝室が暑くて、調整出来なかったのが残念でした。お部屋のお風呂も檜でいい感じでした。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,4,4,4,5,5
voteans_21057362,部屋は広く１階で風呂にも食事場所にも近く快適でした。雪交じりで露天風呂がぬるめでしたが内湯は適温、サウナは貸切状態でキレイだし良かったです。夕食は味も量も満足でしたが香の物（漬物）が貧粗でビックリでした。特にしゃぶしゃぶは旨かったです。朝のバイキングも品数多く席数が多いので待つことなく良かったです。お世話になりました。,八幡平温泉郷　八幡平ハイツ,iwate,5,4,5,5,5,5,5
voteans_21052039,食事場所から、外の景色がかがり火の演出もありとてもよかったです。,八幡平温泉郷　八幡平ハイツ,iwate,4,3,4,3,3,5,4
voteans_21040751,数年前にお邪魔して良かったのでリピートしました。ウッドデッキで飲むビールは格別です。天気にも恵まれリゾート気分を満喫できました。お風呂も食事も大満足！またお邪魔したいです。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,4,5,5,5,5
voteans_21021352,コップに水滴の跡がありくもっていたり、備品に埃が積もっていたり、窓に前泊者の手垢がついていたり、本当に掃除機かけたのか？と思うような部屋でしたが温泉がついているので何度も入れて良かったです。食事もフロント対応も良かったので掃除に力を入れればもっと良いのになぁと思いました。総合的にはリピありです！お世話になりました！ありがとうございました！,八幡平温泉郷　八幡平ハイツ,iwate,5,5,5,3,5,5,5
voteans_20995725,１０月２５日に宿泊しました。食事が素晴らしかったです。伊勢海老やアワビのお造りも美味しかったし、前沢牛のしゃぶしゃぶも量もたっぶりとあり、柔らかくて美味しかったです。主人が、大満足とご満悦でした。お風呂上がりのアイスクリームも指定した時間に部屋まで持ってきていただき、とても美味しかったです。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,5,5,5,5,5
voteans_20993630,景観と立地が大変素晴らしく、食事も温泉もとても堪能できました。,八幡平温泉郷　八幡平ハイツ,iwate,5,5,5,5,5,5,5
voteans_20967944,従業員の対応も親切丁寧、部屋の畳も新しくきれい、すべてが良くコストパフォーマンス最高。食事もボリューム満点、部屋から広い庭に直接出ることができちょうど紅葉の時期でよかった。ただ、風呂が長い建物の端にあり部屋から遠く、途中に階段やスロープがあり、足が不自由な身では少々大変でした。別の八幡平地域の温泉にも宿泊したが、建物も古く中も汚くトイレや洗面所が共同でしかもトイレの水が流れず参ったことを考えると、そことほぼ同じ料金の八幡平ハイツは雲泥の差でとてもよかった。,八幡平温泉郷　八幡平ハイツ,iwate,4,5,4,4,4,4,5
voteans_20963051,食事は美味しく、施設が古いわりには清掃も行き届いていて、おおむね満足です。ただ、温泉がぬるい点、部屋の金庫の扱い方（数字を合わせなければならない点）、無料ドリンクのサービスをフロントの方が案内した方がよい（部屋に案内されてから言われても場所がよくわからなかった）点は、改善されたらもっと良いです。,八幡平温泉郷　八幡平ハイツ,iwate,4,4,5,4,4,4,4
